word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,'char_freq_;','char_freq_(','char_freq_[','char_freq_!','char_freq_$','char_freq_#',capital_run_length_average,capital_run_length_longest,capital_run_length_total,class
0.00,1.96,0.98,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.98,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.168,0.00,1011.00,0.00,0.00,2888.00,12.00,52.00,1
0.51,0.43,0.29,0.00,0.14,0.03,0.00,0.18,0.54,0.62,0.29,0.65,0.65,1.2,0.03,0.21,0.43,0.03,3.00,0.00,1.35,0.00,0.51,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.012,0.08,0.00,0.454,0.523,0.136,6.59,739.00,2333.00,1
0.2,0.4,0.4,0.00,0.00,0.4,0.00,0.2,1.43,0.61,0.00,0.2,0.00,0.00,0.00,0.00,0.00,0.00,2.66,0.2,2.04,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2,0.00,0.00,0.00,0.029,0.059,0.447,0.298,0.149,0.029,11.96,376.00,909.00,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.341,0.00,3809.00,24.00,80.00,1
0.00,0.00,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.31,0.00,0.00,0.00,0.00,0.00,0.00,1.31,0.00,5.26,0.00,0.00,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,4.5,25.00,54.00,1
0.00,0.00,0.00,0.00,0.00,0.54,1.63,0.00,0.00,0.00,0.54,0.54,0.00,0.00,0.00,0.54,2.73,0.54,4.91,0.00,2.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.171,0.00,2592.00,32.00,70.00,1
0.00,0.00,0.00,0.00,0.00,0.65,0.00,1.3,0.65,0.65,0.00,0.00,0.00,0.00,0.00,0.65,2.61,0.65,1.3,3.26,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1154.00,0.524,0.00,3.89,78.00,249.00,1
2.35,0.00,0.00,0.00,0.00,0.00,2.35,0.00,2.35,0.00,0.00,1.17,0.00,0.00,0.00,1.17,0.00,0.00,2.35,0.00,0.00,0.00,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.168,0.336,0.00,4576.00,17.00,119.00,1
0.00,0.00,0.32,0.00,0.65,0.65,0.32,0.32,0.00,0.00,0.00,0.32,0.32,0.00,0.00,0.32,0.32,0.00,2.28,0.00,3.25,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.112,0.00,0.00,0.169,0.00,1494.00,10.00,139.00,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,8.29,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.218,0.087,0.00,0.174,0.174,0.437,9186.00,126.00,937.00,1
0.00,0.00,0.24,0.00,0.49,0.00,0.00,0.24,0.00,0.24,0.24,0.49,0.00,0.00,0.00,0.99,0.24,0.00,2.47,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.478,0.00,0.00,2868.00,44.00,175.00,1
0.00,0.00,0.32,0.00,0.64,0.64,0.32,0.64,0.00,0.00,0.00,0.32,0.32,0.00,0.00,0.32,0.32,0.00,2.27,0.00,3.24,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.112,0.00,0.00,0.168,0.00,1494.00,10.00,139.00,1
0.00,0.00,0.32,0.00,0.64,0.64,0.32,0.64,0.00,0.00,0.00,0.32,0.32,0.00,0.00,0.32,0.32,0.00,2.27,0.00,3.24,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.112,0.00,0.00,0.168,0.00,1494.00,10.00,139.00,1
0.78,0.00,0.78,0.00,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.78,0.00,1.56,0.00,2.34,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.792,0.339,0.00,2627.00,22.00,113.00,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.00,0.4,7.63,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.133,0.00,0.601,0.133,1068.00,10578.00,108.00,603.00,1
0.78,0.00,0.78,0.00,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,0.78,0.00,1.57,0.00,2.36,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.682,0.341,0.00,2555.00,22.00,115.00,1
0.00,0.75,0.37,0.00,1.51,0.00,0.00,0.37,0.00,0.37,0.75,1.89,0.00,0.00,0.00,0.75,0.37,1.13,6.06,0.00,4.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.415,0.138,0.00,1937.00,11.00,93.00,1
0.00,0.00,0.00,0.00,0.96,0.00,0.96,0.00,0.00,0.48,0.48,0.96,0.00,0.00,0.00,1.44,0.00,0.00,3.36,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.149,0.00,0.149,0.074,0.00,2586.00,44.00,150.00,1
0.00,0.00,0.00,0.00,0.43,0.43,0.43,0.43,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,9.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.395,0.00,1121.00,7983.00,72.00,495.00,1
0.78,0.00,0.78,0.00,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,0.78,0.00,1.57,0.00,2.36,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.682,0.341,0.00,2555.00,22.00,115.00,1
0.00,0.81,1.62,0.00,2.43,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.81,2.43,0.81,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.121,0.00,0.121,0.00,0.00,4035.00,43.00,113.00,1
0.38,0.46,0.31,0.00,0.15,0.03,0.00,0.19,0.58,0.66,0.31,0.66,0.58,1.24,0.03,0.23,0.38,0.00,3.11,0.00,1.32,0.00,0.46,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.006,0.091,0.00,0.36,0.524,0.137,6186.00,122.00,2227.00,1
0.43,0.00,0.87,0.00,0.87,0.00,0.87,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.43,0.43,4.38,0.00,1.31,0.00,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.145,0.00,1021.00,0.218,0.00,3.35,59.00,134.00,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,1.23,0.00,4.93,0.00,3.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.234,0.00,0.00,4176.00,41.00,71.00,1
0.00,0.00,1.58,0.00,1.58,0.00,1.58,0.00,0.00,0.00,0.00,1.58,0.00,0.00,0.00,1.58,0.00,0.00,3.17,0.00,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.371,0.00,0.00,3538.00,21.00,46.00,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.9,0.00,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.139,0.00,0.559,0.00,0.00,2.9,28.00,87.00,1
0.00,0.00,0.00,40.13,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.98,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.185,0.00,0.185,0.061,0.00,10585.00,124.00,434.00,1
0.00,0.47,0.00,0.00,0.94,0.00,0.94,0.00,0.00,0.00,0.00,0.47,0.47,0.00,0.47,0.00,0.00,0.00,1.89,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.074,0.074,0.00,0.00,0.00,2125.00,11.00,102.00,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.141,0.00,0.565,0.00,0.00,2.9,28.00,87.00,1
0.05,0.05,0.4,0.00,0.34,0.00,0.00,0.00,0.57,0.05,0.00,0.28,0.11,0.00,0.00,0.17,0.00,0.00,1.15,0.05,0.92,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.05,0.00,0.00,0.00,0.019,0.099,0.00,0.089,0.079,0.009,4913.00,95.00,1312.00,1
0.05,0.05,0.4,0.00,0.34,0.00,0.00,0.00,0.57,0.05,0.00,0.28,0.11,0.00,0.00,0.17,0.00,0.00,1.04,0.05,0.92,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.05,0.00,0.00,0.00,0.019,0.099,0.00,0.089,0.079,0.009,4924.00,95.00,1310.00,1
0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,1.73,3.47,0.00,1.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.152,0.00,0.457,0.00,0.00,2.75,10.00,55.00,1
0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,1.73,3.47,0.00,1.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.151,0.00,0.759,0.00,0.00,2.75,10.00,55.00,1
0.38,0.00,1.9,0.00,1.14,0.00,0.00,0.00,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.76,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1008.00,0.059,0.00,295.00,1177.00,1180.00,1
0.38,0.00,1.9,0.00,1.14,0.00,0.00,0.00,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.76,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1005.00,0.059,0.00,295.00,1177.00,1180.00,1
0.38,0.00,1.9,0.00,1.14,0.00,0.00,0.00,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.76,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1008.00,0.059,0.00,589.00,1177.00,1178.00,1
0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.205,0.00,0.034,0.00,0.00,3168.00,15.00,339.00,1
0.00,0.00,0.00,0.00,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.204,0.00,0.034,0.00,0.00,2588.00,15.00,277.00,1
0.00,0.65,0.00,0.00,0.65,0.00,1.31,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.65,0.00,0.00,0.00,3.28,0.00,0.65,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.104,0.522,0.00,0.00,1.69,11.00,71.00,1
0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.205,0.00,0.034,0.00,0.00,3168.00,15.00,339.00,1
0.00,0.00,0.00,0.00,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.204,0.00,0.034,0.00,0.00,2588.00,15.00,277.00,1
0.00,0.00,0.3,0.00,0.3,0.3,0.3,0.3,0.00,0.00,0.6,0.9,0.00,0.00,0.00,0.9,0.6,0.3,2.4,2.7,3.00,0.00,0.00,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.048,0.00,0.144,0.00,0.096,5403.00,139.00,281.00,1
0.00,0.00,0.32,0.00,0.64,0.64,0.32,0.32,0.00,0.00,0.00,0.32,0.32,0.00,0.00,0.32,0.32,0.00,2.27,0.00,3.24,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.111,0.00,0.00,0.166,0.00,1494.00,10.00,139.00,1
0.08,0.08,0.76,0.00,0.85,1.02,0.25,0.17,0.59,0.08,0.17,0.59,0.17,0.00,2.22,0.25,0.08,0.94,1.62,0.17,0.42,0.00,0.85,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.17,0.08,0.08,0.08,0.00,0.00,0.00,0.065,0.00,0.435,0.118,0.013,7497.00,669.00,1402.00,1
0.00,0.00,1.83,0.91,0.00,0.00,0.45,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.00,2.75,0.00,0.00,1.83,0.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.134,0.00,0.00,2077.00,0.00,0.134,12176.00,338.00,621.00,1
0.00,0.00,0.00,0.00,3.09,0.00,1.03,1.03,0.00,1.03,0.00,1.03,0.00,0.00,0.00,2.06,0.00,0.00,2.06,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10692.00,65.00,139.00,1
0.00,0.00,0.00,0.00,3.12,0.00,1.04,1.04,0.00,1.04,0.00,1.04,0.00,0.00,0.00,2.08,0.00,0.00,2.08,0.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10692.00,65.00,139.00,1
0.00,0.00,0.00,0.00,3.09,0.00,1.03,1.03,0.00,1.03,0.00,1.03,0.00,0.00,0.00,2.06,0.00,0.00,2.06,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10692.00,65.00,139.00,1
0.00,0.46,0.46,0.00,2.8,0.00,0.00,0.00,0.00,0.00,0.00,1.4,0.00,0.00,0.00,1.4,0.00,1.4,1.86,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.148,0.00,0.74,0.00,0.00,2673.00,21.00,139.00,1
0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.00,0.00,1.21,0.00,1.21,1.21,0.00,0.00,1.21,0.00,0.00,4.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1676.00,15.00,57.00,1
0.00,0.00,1.31,0.00,2.63,0.00,0.00,0.65,0.00,0.00,0.00,0.65,0.00,0.00,0.00,1.97,0.00,0.00,1.31,0.00,2.63,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.198,0.00,0.198,0.099,0.00,2195.00,12.00,101.00,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,1.05,1.32,0.26,10.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.306,0.043,0.087,0.175,0.043,0.35,8271.00,69.00,885.00,1
0.74,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,1.49,0.74,0.74,0.00,0.00,0.00,0.74,3.73,0.00,4.47,0.00,0.74,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.355,0.118,0.237,2095.00,7.00,44.00,1
0.00,0.00,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.00,5.19,0.00,0.00,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.208,0.00,4818.00,25.00,53.00,1
0.00,0.02,0.05,0.00,0.02,0.00,0.00,0.05,0.00,0.35,0.00,0.02,0.00,0.00,0.00,0.05,0.1,0.38,0.07,0.2,0.17,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.004,0.00,0.112,0.018,0.018,3922.00,489.00,3271.00,1
0.00,0.00,1.33,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.66,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.355,0.118,0.00,2315.00,12.00,132.00,1
0.00,0.00,1.35,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.356,0.118,0.00,2315.00,12.00,132.00,1
0.00,0.00,0.00,0.00,0.53,0.00,1.07,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.61,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.335,0.00,0.00,0.00,0.00,2333.00,14.00,119.00,1
